time,open,high,low,close,volume
2020-10-09T01:00:00.000Z,1653.5368,1664.0739,1637.6729,1641.0002,21208
2020-10-09T02:00:00.000Z,1641.0002,1647.7836,1641.0002,1643.2362,4109
2020-10-09T03:00:00.000Z,1643.2362,1647.7094,1643.0835,1647.7094,3132
2020-10-09T05:00:00.000Z,1646.7528,1647.6308,1641.0831,1641.0831,2370
2020-10-09T06:00:00.000Z,1641.0831,1647.5408,1640.4378,1644.8252,4616
2020-10-12T01:00:00.000Z,1648.3555,1649.5686,1641.1053,1642.225,15132
2020-10-12T02:00:00.000Z,1642.225,1648.7065,1642.202,1646.0779,5311
2020-10-12T03:00:00.000Z,1646.0779,1647.1802,1642.4807,1643.3573,4256
2020-10-12T05:00:00.000Z,1644.2339,1645.3479,1642.4807,1644.3922,3427
2020-10-12T06:00:00.000Z,1644.3922,1648.1266,1643.1976,1643.1976,6676
2020-10-13T01:00:00.000Z,1642.0077,1661.1256,1642.0077,1652.6925,33294
2020-10-13T02:00:00.000Z,1652.6925,1658.2342,1650.8367,1657.3504,8643
2020-10-13T03:00:00.000Z,1657.3504,1658.1717,1653.6439,1657.1397,2868
2020-10-13T05:00:00.000Z,1657.2099,1658.2949,1651.7153,1658.2949,4070
2020-10-13T06:00:00.000Z,1658.2949,1659.444,1652.5026,1652.6126,9625
2020-10-14T01:00:00.000Z,1657.0716,1659.6923,1646.0455,1652.9799,14579
2020-10-14T02:00:00.000Z,1652.9799,1653.944,1649.1021,1650.0662,3239
2020-10-14T03:00:00.000Z,1650.0662,1653.7999,1649.1021,1653.7999,2873
2020-10-14T05:00:00.000Z,1653.7999,1658.6285,1653.7999,1655.8041,7042
2020-10-14T06:00:00.000Z,1655.8041,1658.6338,1652.0209,1652.0209,9066
2020-10-15T01:00:00.000Z,1652.7512,1668.1719,1652.7001,1658.7882,39345
2020-10-15T02:00:00.000Z,1658.7882,1663.4891,1656.9583,1657.0877,6409
2020-10-15T03:00:00.000Z,1657.0877,1665.4588,1657.0877,1662.4627,6471
2020-10-15T05:00:00.000Z,1662.4627,1664.4596,1656.7188,1656.7188,5195
2020-10-15T06:00:00.000Z,1656.7188,1657.7496,1637.7108,1642.1995,28135
2020-10-16T01:00:00.000Z,1645.5586,1652.0378,1642.1316,1648.3281,22045
2020-10-16T02:00:00.000Z,1648.3281,1656.7841,1647.2335,1654.9121,8628
2020-10-16T03:00:00.000Z,1654.9121,1656.7841,1649.2886,1650.8436,4854
2020-10-16T05:00:00.000Z,1651.7479,1653.9371,1649.2886,1650.193,3271
2020-10-16T06:00:00.000Z,1650.193,1652.065,1647.2263,1651.1511,7432
2020-10-19T01:00:00.000Z,1661.3488,1687.6458,1660.8292,1685.8332,54773
2020-10-19T02:00:00.000Z,1685.8332,1689.7176,1680.2629,1682.1394,17280
2020-10-19T03:00:00.000Z,1682.1394,1685.0314,1680.2581,1682.0702,5228
2020-10-19T05:00:00.000Z,1682.0702,1699.4746,1681.1641,1690.8104,26498
2020-10-19T06:00:00.000Z,1690.8104,1714.2303,1688.9338,1713.5861,66324
2020-10-20T01:00:00.000Z,1702.5919,1704.5537,1680.9435,1683.7449,80876
2020-10-20T02:00:00.000Z,1683.7449,1687.5992,1680.3093,1682.1324,12864
2020-10-20T03:00:00.000Z,1682.1324,1685.9867,1680.3093,1684.0942,5009
2020-10-20T05:00:00.000Z,1683.1826,1688.8601,1683.1826,1686.056,7577
2020-10-20T06:00:00.000Z,1686.056,1692.0042,1676.4458,1678.2637,20114
2020-10-21T01:00:00.000Z,1684.2721,1701.1436,1684.2721,1698.1343,36237
2020-10-21T02:00:00.000Z,1698.1343,1698.2101,1686.5841,1693.4522,12215
2020-10-21T03:00:00.000Z,1693.4522,1698.2105,1692.5491,1693.6194,4410
2020-10-21T05:00:00.000Z,1693.6194,1698.2105,1689.8617,1691.4217,6084
2020-10-21T06:00:00.000Z,1691.4217,1706.035,1690.5187,1703.278,24796
2020-10-22T01:00:00.000Z,1696.5192,1732.4943,1689.6962,1724.6605,98629
2020-10-22T02:00:00.000Z,1724.6605,1726.2927,1715.8746,1722.367,21410
2020-10-22T03:00:00.000Z,1722.367,1724.1864,1718.4413,1722.3699,9477
2020-10-22T05:00:00.000Z,1722.3699,1734.7596,1702.3044,1704.1209,42973
2020-10-22T06:00:00.000Z,1704.1209,1712.5878,1701.1766,1704.9856,45200
2020-10-23T01:00:00.000Z,1708.4151,1718.3957,1698.7063,1708.5408,38015
2020-10-23T02:00:00.000Z,1708.5408,1715.0507,1705.854,1708.3308,7569
2020-10-23T03:00:00.000Z,1708.3308,1712.1935,1708.3308,1710.3855,2085
2020-10-23T05:00:00.000Z,1710.3855,1712.1944,1703.6665,1704.6415,6604
2020-10-23T06:00:00.000Z,1704.6415,1707.9971,1698.8872,1704.8932,16402
2020-10-26T01:00:00.000Z,1722.2836,1727.1927,1708.884,1710.8477,44525
2020-10-26T02:00:00.000Z,1710.8477,1713.6172,1708.0425,1710.988,8046
2020-10-26T03:00:00.000Z,1710.988,1715.6599,1710.988,1713.9335,4425
2020-10-26T05:00:00.000Z,1713.0308,1714.8363,1711.0879,1712.9725,3569
2020-10-26T06:00:00.000Z,1712.9725,1718.9426,1705.4075,1707.213,15864
2020-10-27T01:00:00.000Z,1705.3491,1717.9911,1692.6373,1714.2924,34268
2020-10-27T02:00:00.000Z,1714.2924,1717.08,1712.5529,1714.2867,4137
2020-10-27T03:00:00.000Z,1714.2867,1725.6908,1714.2867,1725.6908,12133
2020-10-27T05:00:00.000Z,1725.6908,1730.623,1721.1838,1723.9,17638
2020-10-27T06:00:00.000Z,1723.9,1726.9244,1719.2189,1725.9419,13623
2020-10-28T01:00:00.000Z,1729.4642,1742.41,1725.1508,1736.7494,36206
2020-10-28T02:00:00.000Z,1736.7494,1741.6685,1728.2775,1732.9621,16360
2020-10-28T03:00:00.000Z,1732.9621,1734.1832,1730.1698,1733.1994,2742
2020-10-28T05:00:00.000Z,1733.1994,1733.1994,1727.5282,1731.3853,4517
2020-10-28T06:00:00.000Z,1731.3853,1734.1804,1718.7465,1726.9261,17955
2020-10-29T01:00:00.000Z,1722.3082,1729.5537,1714.9204,1721.9015,25948
2020-10-29T02:00:00.000Z,1721.9015,1721.9015,1715.9988,1718.7912,5900
2020-10-29T03:00:00.000Z,1718.7912,1719.6969,1711.2306,1716.7428,7890
2020-10-29T05:00:00.000Z,1715.9152,1718.6323,1712.1362,1714.8533,3414
2020-10-29T06:00:00.000Z,1714.8533,1720.7533,1712.0527,1719.6133,15576
2020-10-30T01:00:00.000Z,1727.1942,1750.2959,1723.5904,1744.5031,57431
2020-10-30T02:00:00.000Z,1744.5031,1750.0617,1739.4679,1748.9967,12286
2020-10-30T03:00:00.000Z,1748.9967,1753.0163,1735.4655,1744.9762,21917
2020-10-30T05:00:00.000Z,1744.9762,1746.0413,1739.2424,1744.1573,11279
2020-10-30T06:00:00.000Z,1744.1573,1764.0759,1741.2968,1761.7953,43764
2020-11-02T01:00:00.000Z,1765.4352,1773.9475,1749.9047,1761.3333,40480
2020-11-02T02:00:00.000Z,1761.3333,1763.4144,1753.2455,1763.0812,8351
2020-11-02T03:00:00.000Z,1763.0812,1763.0812,1756.8524,1758.3782,3166
2020-11-02T05:00:00.000Z,1758.3782,1764.9402,1757.3932,1760.3456,4934
2020-11-02T06:00:00.000Z,1760.3456,1762.0804,1750.1635,1759.7996,10358
2020-11-03T01:00:00.000Z,1764.9423,1768.7674,1731.7221,1736.2802,51410
2020-11-03T02:00:00.000Z,1736.2802,1739.3752,1731.6139,1733.692,11847
2020-11-03T03:00:00.000Z,1733.692,1734.5629,1726.8906,1731.4783,8411
2020-11-03T05:00:00.000Z,1731.4783,1731.4783,1717.6023,1720.6703,18671
2020-11-03T06:00:00.000Z,1720.6703,1722.5233,1699.1327,1708.061,40346
2020-11-04T01:00:00.000Z,1716.7487,1721.0801,1708.4025,1716.7952,26244
2020-11-04T02:00:00.000Z,1716.7952,1718.0388,1710.1794,1715.0922,7759
2020-11-04T03:00:00.000Z,1715.0922,1716.2969,1710.4279,1713.5974,5611
2020-11-04T05:00:00.000Z,1713.5974,1715.934,1711.8804,1715.6695,2900
2020-11-04T06:00:00.000Z,1715.6695,1718.4929,1710.0257,1712.1145,10350
2020-11-05T01:00:00.000Z,1715.5601,1722.9345,1708.3598,1712.8497,22085
2020-11-05T02:00:00.000Z,1712.8497,1714.6815,1710.7365,1712.5683,3827
2020-11-05T03:00:00.000Z,1712.5683,1712.5683,1708.7763,1710.0133,3444
2020-11-05T05:00:00.000Z,1710.0133,1711.3313,1705.9645,1709.2427,4877
2020-11-05T06:00:00.000Z,1709.2427,1720.8459,1707.5394,1720.8459,13575
2020-11-06T01:00:00.000Z,1719.9371,1725.8184,1717.2846,1717.4165,17899
2020-11-06T02:00:00.000Z,1717.4165,1720.3571,1717.1527,1718.2648,3426
2020-11-06T03:00:00.000Z,1718.2648,1719.9615,1717.2846,1718.2648,1273
2020-11-06T05:00:00.000Z,1718.2648,1719.9833,1717.0231,1718.2866,3833
2020-11-06T06:00:00.000Z,1718.2866,1742.2793,1717.4383,1740.6216,44838
2020-11-09T01:00:00.000Z,1739.2474,1752.7541,1736.3544,1749.0433,35726
2020-11-09T02:00:00.000Z,1749.0433,1754.0396,1743.3837,1754.0396,18531
2020-11-09T03:00:00.000Z,1754.0396,1755.0039,1750.1823,1753.3658,4734
2020-11-09T05:00:00.000Z,1753.3658,1755.0419,1748.6705,1748.6705,5040
2020-11-09T06:00:00.000Z,1748.6705,1757.6862,1748.5442,1755.505,11550
2020-11-10T01:00:00.000Z,1768.3019,1768.3019,1723.74,1725.7648,55349
2020-11-10T02:00:00.000Z,1725.7648,1730.0368,1722.0398,1723.8442,18484
2020-11-10T03:00:00.000Z,1723.8442,1726.4633,1722.878,1724.6707,4271
2020-11-10T05:00:00.000Z,1725.4971,1731.4342,1723.0415,1730.1884,6874
2020-11-10T06:00:00.000Z,1730.1884,1731.4342,1725.0901,1728.0597,8753
2020-11-11T01:00:00.000Z,1731.1685,1750.4999,1731.1685,1746.9708,28594
2020-11-11T02:00:00.000Z,1746.9708,1747.9323,1737.9401,1737.9401,4265
2020-11-11T03:00:00.000Z,1737.9401,1744.6234,1735.3476,1742.7005,6565
2020-11-11T05:00:00.000Z,1742.7005,1748.4558,1742.7005,1744.7648,5805
2020-11-11T06:00:00.000Z,1744.7648,1755.5687,1742.9854,1746.9866,18101
2020-11-12T01:00:00.000Z,1749.6629,1758.811,1742.0411,1753.6895,23227
2020-11-12T02:00:00.000Z,1753.6895,1782.1599,1752.3134,1781.2155,35911
2020-11-12T03:00:00.000Z,1781.2155,1786.3342,1779.0915,1781.8098,22266
2020-11-12T05:00:00.000Z,1781.8098,1792.5112,1780.3711,1786.7988,22746
2020-11-12T06:00:00.000Z,1786.7988,1798.3425,1781.3777,1788.8014,43241
